ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
10372,B,Ship,4,5,170,3,low,M,2,5671,0
2133,A,Ship,4,1,235,3,high,F,22,3695,1
6671,C,Ship,3,2,243,4,medium,M,4,4410,1
6615,A,Ship,7,3,307,4,low,M,4,1653,0
5765,C,Flight,6,3,257,4,low,F,4,1358,1
4558,B,Ship,6,2,256,5,medium,F,2,1449,1
7452,F,Ship,4,1,246,6,low,M,4,1489,0
9857,C,Road,4,4,185,2,medium,F,1,4729,0
4687,D,Ship,4,2,190,6,high,M,5,4139,1
4334,F,Ship,5,4,255,6,low,M,3,4638,0
8979,A,Ship,5,4,191,4,low,M, *7 ,4566,1
579,A,Ship,3,2,173,3,low,F,15,1992,1
8490,F,Flight,3,5,261,3,low,F,10,4224,1
8853,A,Ship,3,1,242,8,medium,M,4,4943,0
7130,F,Flight,2,4,264,3,medium,F,6,4025,1
1437,A,Ship,4,3,142,6,low,M,6,1459,1
6530,F,Ship,3,3,177,3,medium,M,10,5374,1
9199,D,Ship,4,4,267,4,low,F, *7 ,5219,1
3441,A,Flight,4,5,178,2,high,M,5,5403,0
5909,C,Ship,3,3,199,5,medium,F,10,4847,1
9257,C,Ship,5,3,273,4,medium,M,1,5119,0
5113,D,Ship,4,3,196,2,medium,F,4,4203,1
2774,F,Ship,5,5,171,3,high,M,14,1554,1
9802,B,Ship,3,5,192,4,medium,F, *7 ,4741,1
8969,C,Ship,3,2,209,2,low,M,9,5203,0
7071,A,Ship,4,3,248,6,medium,M,5,4212,0
1514,F,Flight,3,5,130,5,low,F,27,1891,1
8482,B,Road,3,2,227,2,low,M,10,5401,0
9686,F,Ship,6,3,262,4,low,F,5,1563,0
5274,F,Ship,6,2,247,4,medium,M,1,1668,0
3888,F,Ship,4,3,174,2,low,M,10,5554,0
3505,D,Ship,2,4,173,2,low,M,1,4721,0
8508,F,Flight,3,4,196,4,low,M,5,4749,1
5026,B,Ship,6,5,292,4,low,M,4,1762,1
9553,D,Ship,6,1,276,2,low,M,10,5108,0
6240,F,Ship,3,4,175,3,medium,M,10,4771,1
6532,B,Ship,3,3,240,7,medium,M,3,4385,0
7233,A,Ship,5,2,174,4,medium,M, *7 ,5627,1
8711,C,Ship,2,3,184,4,medium,M,3,4719,0
10192,B,Ship,7,3,306,4,low,F,4,1630,0
5108,F,Ship,6,1,257,4,medium,F,3,5656,1
3693,A,Road,5,3,203,2,medium,M,4,4311,1
4821,A,Ship,6,3,247,4,low,M,3,1616,1
2593,D,Road,4,1,190,3,low,F,32,2774,1
8417,C,Ship,2,1,207,3,medium,F,10,5394,0
4744,B,Ship,3,1,211,3,high,F, *7 ,5178,0
9608,F,Ship,4,1,140,2,low,M, *7 ,4926,0
9484,B,Ship,3,2,241,3,medium,F,9,4301,0
3028,B,Flight,3,1,107,3,high,F,13,1861,1
3754,B,Ship,3,4,181,2,medium,F,4,4629,0
3487,D,Ship,3,4,201,3,low,F,6,5722,1
3499,D,Ship,3,1,152,2,medium,F,2,4136,0
4349,C,Ship,3,2,139,5,low,M, *7 ,4595,0
432,F,Ship,4,2,96,3,low,M,22,1294,1
4557,A,Ship,6,5,264,4,low,M,6,1005,0
9094,B,Ship,6,5,289,4,low,M,5,1600,1
4743,A,Ship,3,5,267,2,high,M,2,5062,1
9883,D,Ship,6,5,268,4,medium,F,1,1248,1
7453,D,Ship,7,4,295,4,low,F,10,1217,1
6483,A,Ship,3,2,177,3,medium,M, *7 ,5006,1
5172,F,Ship,3,3,137,3,medium,M,1,5490,1
4517,C,Flight,3,1,255,7,low,F,3,4477,0
5628,F,Flight,4,3,248,2,medium,F,2,4700,0
26,F,Ship,3,1,225,4,low,M,29,3496,1
7306,B,Ship,6,1,232,6,low,M,4,5877,0
416,F,Flight,3,2,115,3,low,F,27,1814,1
7756,B,Ship,6,3,250,4,low,M,9,1618,0
7585,D,Ship,3,5,146,5,low,F,3,5489,0
3367,D,Ship,5,4,273,3,medium,F,2,5672,1
1707,A,Ship,4,4,147,5,medium,F,33,1886,1
6320,F,Ship,4,3,252,3,medium,F, *7 ,4852,0
557,C,Flight,3,3,255,2,high,M, *7 ,3311,1
3494,F,Ship,3,1,166,3,medium,M,9,4410,0
9237,A,Ship,5,4,209,4,low,F,10,5461,0
10078,B,Ship,4,2,162,3,low,M, *7 ,5614,0
5208,F,Flight,5,3,134,3,high,M, *7 ,5016,0
7653,A,Road,3,1,164,10,medium,F,6,5603,0
10273,D,Flight,4,4,160,3,medium,M,5,4440,0
7852,B,Ship,4,4,146,3,low,M,3,5225,1
2007,A,Ship,3,2,209,2,low,F,24,2748,1
3480,F,Ship,3,1,193,4,low,M,5,4700,0
8883,A,Road,4,5,251,5,medium,F, *7 ,1070,1
3226,B,Ship,4,4,151,2,low,M,3,4105,1
5618,F,Flight,5,4,281,3,low,F,10,5675,0
7018,B,Ship,2,5,264,5,medium,F,1,4426,0
8452,B,Ship,4,3,247,3,low,F,4,4962,1
10523,C,Road,3,5,259,3,medium,M, *7 ,4480,1
7040,F,Ship,3,3,182,3,low,F,5,5914,0
5668,B,Ship,4,5,229,2,medium,F,1,4869,0
7014,F,Ship,3,5,251,4,medium,F,3,5215,1
3137,C,Road,3,3,219,3,low,M,4,5956,0
5008,B,Ship,3,3,156,7,medium,M,2,5467,0
9656,F,Ship,6,3,244,5,medium,F,4,1121,1
7493,C,Ship,3,3,154,4,medium,F, *7 ,1915,0
8156,F,Ship,3,3,224,3,medium,F,5,4214,1
4191,A,Ship,4,5,175,2,medium,M,4,4910,1
8588,F,Ship,4,5,239,3,low,M,6,5154,1
5222,F,Flight,6,5,256,5,low,M,10,1686,0
8776,B,Flight,4,3,226,3,medium,M,10,5305,0
10815,A,Road,5,1,174,5,medium,F,6,4677,0
9755,C,Ship,4,5,143,3,medium,M,2,5286,1
8435,C,Ship,3,5,147,3,medium,M, *7 ,5272,1
4272,F,Ship,3,1,140,3,low,M,6,4488,1
5425,D,Ship,4,1,229,4,low,F,3,4352,1
9133,D,Ship,4,5,251,5,medium,F, *7 ,1381,0
6455,C,Flight,5,5,131,5,low,F,1,5299,1
1392,F,Ship,4,4,150,3,high,M,9,1620,1
4474,B,Ship,3,1,173,2,low,M,10,4115,1
9398,F,Ship,6,4,286,4,medium,F,1,1539,1
2536,B,Ship,2,1,229,4,low,F,11,3614,1
8987,C,Ship,4,3,146,3,medium,F,10,5372,0
8985,A,Ship,3,1,110,4,medium,F,6,5474,1
7884,F,Ship,3,1,189,3,low,F,3,5866,1
9125,C,Ship,4,5,233,3,medium,F,2,4501,0
3951,A,Road,4,3,270,2,low,M, *7 ,5814,0
4561,D,Ship,6,1,280,4,medium,M,5,1431,0
3229,D,Ship,5,3,210,5,medium,M,9,5431,1
6079,D,Ship,4,1,239,4,high,M,2,5502,0
5636,F,Ship,3,2,268,3,low,M,9,4215,0
4481,C,Ship,2,1,210,2,medium,F,6,5250,0
10718,F,Ship,4,3,225,5,low,F,10,1310,0
10740,F,Ship,5,3,242,5,low,F,9,1716,0
9243,A,Ship,3,3,183,2,low,F,3,5189,0
7107,A,Road,5,4,243,5,low,F,5,1118,0
7843,D,Ship,4,3,227,3,medium,M,10,5782,1
4285,D,Ship,5,5,165,4,medium,F,3,4242,0
2900,F,Ship,3,2,175,2,medium,F,12,1817,1
6308,F,Flight,5,3,247,5,low,M,10,1699,1
4586,F,Ship,3,4,228,3,medium,F, *7 ,5419,0
5174,F,Ship,3,3,211,3,medium,M, *7 ,5185,0
7374,F,Road,5,4,264,3,high,M,9,5841,1
3573,A,Flight,3,5,245,10,medium,M, *7 ,4909,1
8032,B,Ship,5,2,263,5,medium,F,10,1059,0
1511,C,Flight,3,4,245,4,low,M,20,2534,1
6997,D,Flight,3,2,286,6,high,F,5,5588,0
2989,D,Road,5,3,168,4,low,M, *7 ,1298,1
7369,D,Ship,4,1,179,4,medium,F,2,4071,1
7000,B,Flight,5,3,267,4,medium,F,1,4837,1
576,F,Ship,4,2,179,4,low,M,1,1063,1
8294,F,Ship,4,5,177,7,low,F,2,4299,0
1455,A,Ship,3,5,230,2,low,M,27,3840,1
8535,A,Ship,4,3,134,4,low,F,5,4507,1
3333,A,Ship,3,1,187,5,low,F,6,4698,0
4377,A,Road,3,2,244,3,medium,M,10,4636,1
1214,F,Road,4,3,256,3,low,F,15,3155,1
7142,F,Ship,5,3,275,5,low,M, *7 ,1349,0
4089,A,Road,3,3,218,4,medium,F,4,1678,1
10819,D,Flight,4,1,135,4,low,F,5,5934,0
397,D,Road,3,4,205,3,low,F,10,2728,1
3612,F,Ship,2,1,100,3,low,M,1,5776,1
10381,D,Ship,2,5,238,4,medium,M,9,4086,0
939,A,Road,5,3,236,3,medium,M, *7 ,3589,1
4211,C,Ship,4,3,266,3,medium,M, *7 ,4493,0
5239,D,Ship,4,1,139,3,low,F,1,5502,1
8573,C,Ship,4,4,234,2,medium,F, *7 ,5744,0
9209,C,Ship,3,3,255,3,low,M,4,4628,1
9197,C,Ship,5,5,262,5,low,M,2,1304,0
8378,F,Ship,3,3,212,2,low,M,2,5125,0
9191,C,Flight,4,4,264,5,low,M,3,1782,0
499,D,Ship,5,5,271,2,low,M,27,3957,1
8159,C,Ship,3,2,227,3,medium,M,6,5058,0
6087,A,Ship,4,3,246,2,low,M,6,4908,0
9626,F,Ship,7,4,301,4,low,F,1,1150,0
6974,F,Road,4,3,250,3,low,M,10,4316,0
5491,D,Flight,3,2,135,7,medium,M, *7 ,4901,0
8222,F,Flight,4,5,232,3,low,F, *7 ,5923,0
7466,F,Ship,4,1,235,5,low,M,9,1821,1
1475,C,Ship,3,1,230,2,medium,F,18,2832,1
4609,D,Ship,4,2,236,3,low,F,1,4076,0
10268,F,Road,4,4,173,3,low,M,10,4616,0
3310,B,Ship,4,3,271,3,medium,M,1,4137,0
9987,A,Road,4,5,244,3,medium,M,3,5857,1
9201,A,Ship,4,2,215,2,high,F,10,4061,1
1190,F,Ship,4,2,173,2,low,F,30,1336,1
8443,D,Ship,3,5,252,2,high,M,4,4098,1
4660,B,Flight,5,3,191,2,medium,M, *7 ,5783,1
954,F,Road,3,1,160,10,medium,F,29,1952,1
5783,C,Ship,6,1,251,4,low,M,2,1679,0
9639,A,Ship,4,4,140,2,low,M,6,4703,0
9707,C,Road,6,3,310,4,low,F,2,1189,0
9333,A,Flight,6,4,144,4,low,F,5,4631,0
1778,F,Flight,4,3,134,3,low,F,21,1955,1
10508,F,Ship,3,1,187,2,low,M,6,5448,0
4671,A,Flight,4,2,252,2,medium,F,6,5414,0
4149,A,Ship,2,3,141,4,medium,M, *7 ,4702,0
7787,C,Road,5,4,222,3,low,M,1,4834,1
6806,F,Ship,3,1,192,3,low,F,9,5004,0
8911,D,Flight,6,5,299,4,low,M,2,1192,0
9256,B,Ship,3,2,272,3,low,M, *7 ,5657,1
10553,C,Flight,3,1,185,2,medium,F,9,4316,0
519,A,Ship,4,5,138,3,medium,M,23,1785,1
9865,D,Flight,3,4,271,3,medium,M,1,4444,1
10790,F,Ship,6,3,136,3,low,F,10,1826,0
7767,A,Ship,6,3,282,4,low,M,9,1417,1
3320,F,Ship,4,4,159,2,medium,F,6,5221,0
7838,F,Ship,3,5,187,4,medium,F,4,5640,0
2482,B,Flight,3,3,142,3,medium,M,23,1897,1
8105,C,Ship,2,2,219,2,medium,M, *7 ,4518,0
4812,F,Flight,6,5,245,4,low,F, *7 ,1403,0
3186,F,Ship,3,3,162,8,high,F,10,4842,0
3703,D,Flight,5,3,151,2,low,M, *7 ,4749,0
10213,D,Ship,5,5,237,5,medium,F,9,1709,0
7273,D,Flight,4,2,283,2,high,F,1,4115,0
8552,F,Ship,6,3,287,4,low,M,3,1824,0
9549,A,Ship,4,1,173,2,low,M,5,4688,0
7781,C,Ship,2,3,219,4,low,F,9,4086,0
6567,A,Road,4,4,249,6,low,F,1,1398,1
8665,D,Ship,3,3,202,4,low,F,9,4917,0
5009,C,Ship,3,2,262,7,high,M,5,5985,1
2105,C,Ship,5,5,248,3,medium,F,9,3873,1
5351,C,Flight,5,5,103,6,medium,F,2,4860,0
793,D,Ship,2,4,121,5,low,M,32,1788,1
6609,A,Ship,5,1,236,6,medium,F,4,1705,0
8587,D,Ship,3,5,251,10,medium,M,9,5962,0
7879,D,Ship,3,3,250,2,medium,F, *7 ,5067,0
7541,C,Flight,5,5,201,3,medium,F,10,5121,1
9099,A,Ship,6,5,298,4,medium,F,5,1804,0
6055,D,Ship,4,4,202,3,low,F,3,5524,1
7926,F,Road,4,1,208,2,low,F,5,5707,1
4875,A,Ship,4,4,238,5,low,M,1,4753,0
5568,F,Ship,4,2,245,2,low,M,3,4000,0
3405,A,Road,5,5,232,4,low,M,3,5447,0
2107,D,Ship,3,1,111,4,low,F, *7 ,1620,1
6920,F,Ship,6,1,288,4,medium,M, *7 ,1806,1
1272,F,Ship,5,3,236,6,medium,M,9,3715,1
10326,F,Ship,3,2,188,5,medium,M, *7 ,5673,0
5912,F,Ship,3,2,149,5,medium,F,9,4310,0
3972,F,Flight,5,5,262,2,medium,M, *7 ,4283,0
7637,C,Ship,3,4,162,4,medium,M,10,4235,0
2587,D,Road,4,4,196,2,low,F,6,2718,1
6940,B,Ship,4,2,224,3,low,M,1,5821,0
1257,A,Ship,2,2,180,3,low,M,33,1217,1
5758,B,Flight,4,2,233,4,low,M, *7 ,1861,0
2825,C,Ship,4,1,180,3,medium,M,27,1551,1
9942,F,Ship,5,3,263,5,medium,F,6,1192,0
4369,D,Road,5,3,217,3,low,M,6,4934,1
8191,D,Ship,3,3,231,3,medium,F,9,4623,1
2890,B,Flight,4,3,149,3,medium,M,17,1990,1
10033,D,Ship,3,3,224,6,medium,M,10,4221,0
10072,B,Ship,5,4,208,4,medium,F, *7 ,4116,0
826,B,Flight,4,5,160,3,low,M,33,1837,1
570,F,Ship,4,5,265,2,medium,F,18,2969,1
3166,B,Flight,3,1,178,3,low,M,3,4811,0
1699,D,Ship,4,4,204,2,low,M,29,2941,1
4455,A,Ship,3,1,171,2,medium,F, *7 ,4010,1
8412,F,Ship,3,2,168,3,medium,M,10,4979,1
903,A,Ship,3,3,250,3,low,F,33,3463,1
1819,D,Ship,5,2,281,4,high,F,5,3357,1
10575,A,Ship,3,2,144,4,medium,M, *7 ,4867,1
9317,C,Flight,4,5,176,2,low,F,1,4155,0
1772,F,Road,3,3,242,3,low,F, *7 ,3127,1
8408,F,Ship,6,5,167,2,low,M,10,4013,1
2699,C,Ship,4,3,269,3,low,F, *7 ,2538,1
5070,F,Flight,3,5,156,3,medium,F,2,4190,1
758,F,Ship,4,1,224,2,low,M, *7 ,3638,1
5826,F,Ship,4,4,272,3,low,M,9,5458,0
10909,D,Ship,4,1,192,4,high,M,10,4570,1
2543,C,Ship,2,5,190,8,medium,M,11,2976,1
3153,A,Flight,4,2,237,6,low,F, *7 ,5695,0
3443,C,Ship,4,4,235,2,low,M,4,5671,0
5022,F,Ship,6,2,293,5,low,F,3,1969,0
8828,F,Ship,4,3,246,5,low,M, *7 ,1134,0
10201,D,Ship,6,1,268,4,low,F,1,1654,1
9208,B,Ship,5,2,229,3,low,F,3,4916,0
9073,D,Ship,5,4,137,2,low,M, *7 ,5338,1
10557,A,Flight,4,1,227,3,high,M, *7 ,4795,0
4964,F,Ship,5,1,164,3,low,M, *7 ,4540,1
5938,B,Ship,3,3,265,3,medium,F, *7 ,5070,0
6028,B,Flight,4,1,245,5,medium,F, *7 ,1923,0
3179,C,Ship,4,3,237,6,low,M, *7 ,5588,0
3078,F,Ship,4,1,221,5,medium,M,22,3075,1
7733,C,Ship,6,2,246,4,low,M,4,1555,0
3410,F,Road,3,4,202,3,medium,M,5,5169,0
3684,F,Road,4,1,260,4,low,M,10,4072,1
8917,D,Flight,4,3,246,5,medium,M,10,1646,1
466,B,Ship,3,2,294,4,low,F,15,1318,1
6496,B,Ship,7,4,296,4,low,F, *7 ,1717,1
9045,A,Flight,5,1,172,2,medium,F,3,4892,0
10906,B,Ship,2,2,210,3,medium,F,10,4324,1
10010,F,Flight,4,1,269,3,low,F,3,4409,1
3547,D,Road,4,2,152,3,medium,M,6,5764,1
8520,F,Ship,2,1,238,2,low,F,4,4992,0
6572,F,Flight,6,4,266,4,low,M,9,1253,1
9424,B,Ship,7,5,289,4,low,M,9,1904,0
4399,D,Flight,3,3,203,3,medium,M, *7 ,4977,1
3011,C,Flight,3,3,214,2,medium,F,4,3754,1
9148,B,Ship,6,3,296,4,medium,M, *7 ,1515,0
10722,F,Ship,5,1,234,5,medium,M, *7 ,1837,0
9972,F,Ship,3,3,137,3,low,F, *7 ,4742,0
3861,A,Ship,4,5,233,2,medium,M,10,5865,1
5434,B,Ship,3,5,212,4,low,F,9,5791,0
3735,A,Ship,4,5,185,3,low,F,2,4336,1
10816,B,Road,3,2,216,2,low,F,1,4350,1
4638,F,Road,3,4,190,4,medium,F, *7 ,5963,1
1734,F,Ship,2,3,192,2,low,F,31,2621,1
6006,F,Road,6,4,292,4,low,M,3,1826,1
9758,F,Ship,2,5,249,3,low,F,3,4169,0
5460,F,Road,4,4,146,3,low,F,10,5805,0
5386,B,Ship,3,2,238,4,low,F, *7 ,5254,0
5572,B,Ship,3,1,248,2,medium,M,1,5703,0
5546,F,Ship,4,3,232,3,medium,F, *7 ,5298,1
9534,F,Ship,3,3,246,4,low,F,3,4316,0
4566,F,Ship,6,2,282,5,medium,M,5,1818,1
9207,A,Ship,3,2,226,2,low,M,10,4254,0
3787,D,Ship,3,2,144,10,high,F,3,5000,0
3790,B,Ship,3,1,154,10,medium,F,3,4524,0
10609,D,Ship,3,1,133,3,low,F,10,5640,0
3339,A,Ship,3,4,255,2,medium,F, *7 ,4332,1
4924,B,Road,4,5,203,2,medium,F, *7 ,4450,1
9791,C,Ship,3,2,162,3,medium,M,4,4812,1
3386,F,Ship,5,3,250,3,medium,M,4,4343,0
8742,F,Road,3,4,226,2,high,F, *7 ,5793,0
9506,F,Ship,5,3,171,3,low,F, *7 ,4946,0
1973,C,Ship,4,5,243,2,low,M,19,2829,1
7417,D,Ship,4,1,242,6,low,M,4,1791,1
7558,B,Ship,4,3,266,3,high,F,2,5298,0
1419,A,Ship,3,5,180,3,low,M,6,1228,1
8084,F,Flight,4,4,175,3,low,F,6,4600,1
5053,D,Road,4,1,133,2,medium,M,1,5274,1
5669,C,Ship,3,2,225,3,low,M,3,5529,0
8163,A,Ship,5,5,257,3,medium,F,9,5972,0
10085,C,Ship,4,4,249,3,medium,F,1,5743,0
10965,A,Flight,5,3,224,5,low,M,5,1842,0
9299,C,Road,3,2,221,2,low,F,10,4312,0
4274,F,Ship,5,2,196,3,medium,F,6,4257,0
5732,F,Road,3,4,191,5,medium,F,4,4243,1
1737,A,Ship,6,1,278,2,medium,F,12,2112,1
7969,D,Ship,4,5,169,4,low,F,6,4213,0
7506,F,Ship,7,3,305,4,low,F,3,1872,0
3723,A,Ship,4,2,174,3,medium,F,10,4318,0
9523,D,Ship,3,1,133,4,medium,F,6,5162,0
10619,C,Ship,6,3,153,6,medium,F, *7 ,4975,1
5933,C,Ship,3,2,170,3,low,M,9,4069,0
6400,B,Ship,3,2,211,4,high,M,1,5831,1
10195,D,Ship,6,4,310,4,medium,M,1,1494,1
8203,D,Road,3,3,255,2,low,F,10,5632,0
7098,F,Road,5,1,238,3,high,M,2,5369,1
8045,C,Ship,5,1,248,5,low,F, *7 ,1810,0
9021,A,Road,3,2,124,5,medium,M,10,5348,0
6841,D,Road,4,5,142,2,low,M,2,4472,0
4276,B,Ship,4,4,159,3,low,M,9,4265,1
985,D,Ship,3,3,167,3,medium,F,24,1111,1
9702,F,Road,6,5,281,4,medium,M,5,1484,0
5420,F,Ship,5,3,223,3,low,M,6,5977,0
8468,F,Road,4,4,266,3,low,F,6,5758,1
3892,B,Ship,3,4,243,2,high,M, *7 ,4024,0
5141,C,Ship,4,5,231,4,medium,M,9,5528,0
10981,D,Ship,4,4,261,5,low,F,4,1649,1
7062,F,Ship,3,4,257,4,low,M,10,4415,0
9447,A,Road,6,5,260,4,low,F, *7 ,1347,1
5561,C,Ship,3,1,249,2,low,F,2,5572,1
4099,D,Road,3,2,250,3,medium,F,4,5361,0
1968,F,Ship,4,5,263,2,medium,M,13,2779,1
1649,C,Flight,3,5,121,3,low,F,10,1701,1
9438,F,Road,5,5,275,3,low,F,9,1691,1
7742,F,Ship,5,2,270,4,medium,M, *7 ,1631,1
5110,B,Ship,5,3,163,6,low,M,6,4349,0
4129,D,Ship,4,2,272,4,low,M,3,5566,0
6329,C,Ship,5,5,137,2,low,M, *7 ,5111,1
6232,B,Ship,6,1,300,4,medium,F,2,1790,1
2643,A,Ship,3,3,143,3,medium,F,16,1343,1
9784,B,Ship,4,3,99,6,medium,M,9,5903,0
10260,F,Road,3,4,160,4,low,M,1,5341,0
6771,A,Ship,3,2,137,3,low,F,4,5617,0
10955,C,Road,4,1,261,3,low,F, *7 ,5206,1
10797,A,Road,3,5,156,4,low,F,6,1015,0
6628,B,Ship,5,1,245,3,low,F,9,4694,0
5433,A,Ship,2,1,255,2,medium,M,9,5936,1
4396,B,Flight,4,3,149,3,medium,F,3,4781,1
5744,F,Road,4,1,242,2,low,F,2,5825,0
3956,F,Road,4,1,224,5,low,F, *7 ,5738,0
5507,C,Ship,6,5,301,5,medium,F, *7 ,1209,1
5183,C,Road,4,1,177,2,high,F, *7 ,5599,1
8701,D,Ship,3,2,219,3,medium,M,1,4918,1
10874,F,Ship,5,1,190,2,low,M,9,5226,0
7110,F,Road,6,5,247,4,medium,M, *7 ,1461,1
8363,C,Flight,5,2,276,6,medium,F,6,1043,0
7283,C,Ship,4,3,161,3,high,F, *7 ,4799,1
10296,F,Ship,5,5,132,4,low,F, *7 ,4339,1
5756,F,Flight,6,1,309,4,low,F,6,1866,1
2935,D,Ship,4,3,135,3,low,F,15,1008,1
2237,C,Ship,4,2,275,3,medium,M,26,2449,1
3284,F,Flight,2,2,155,3,low,M,1,5154,0
3424,B,Flight,3,4,213,3,low,F,4,5481,1
7676,F,Flight,5,1,250,4,medium,M,4,1438,0
3522,F,Ship,2,2,190,2,medium,M, *7 ,4075,0
6275,C,Ship,6,5,300,5,low,M,1,1188,0
884,F,Ship,3,2,251,2,low,F,5,3443,1
8560,B,Ship,5,1,236,5,medium,F,3,1699,0
7004,F,Flight,3,5,208,3,low,M,1,4803,0
6419,C,Road,4,1,195,3,low,M,2,4418,0
10776,F,Ship,5,3,230,5,low,M, *7 ,1996,0
9556,B,Ship,3,3,229,3,medium,F, *7 ,4549,0
4670,F,Flight,4,4,224,5,low,F,9,4902,1
3719,C,Ship,3,5,193,3,high,F,10,5991,1
9732,F,Flight,5,5,173,2,low,M, *7 ,4716,0
4786,B,Road,3,4,211,3,high,M,1,5144,0
6333,A,Ship,2,2,199,3,low,M,1,4697,1
7068,F,Ship,3,4,166,4,low,M,4,5107,0
8306,F,Ship,5,4,254,6,low,M,4,1850,1
6816,F,Ship,4,1,255,5,low,F,4,1005,0
9097,D,Ship,3,3,219,6,low,M,10,1116,0
6189,A,Ship,4,4,154,3,low,F, *7 ,4106,1
5556,F,Ship,5,1,106,5,medium,F,4,4180,0
1760,F,Road,5,4,195,2,low,M,4,3108,1
5006,F,Ship,4,4,227,2,low,F, *7 ,4916,0
9576,F,Road,5,5,199,3,high,M,6,5547,1
308,F,Ship,3,3,163,3,medium,M,9,1257,1
9397,D,Ship,7,5,255,4,low,M, *7 ,1104,0
8805,A,Ship,4,5,208,2,low,F,4,5831,0
10494,F,Ship,3,3,151,3,low,M,9,5082,0
7763,C,Ship,6,2,259,5,medium,M,1,1357,0
5138,F,Ship,3,5,180,2,medium,M,1,5940,1
9951,A,Ship,5,2,238,5,low,F,4,1962,0
3221,C,Ship,3,1,263,2,medium,M,9,4868,1
6228,F,Ship,5,1,249,4,medium,M,5,1027,1
2371,D,Ship,4,4,161,4,low,F,14,1194,1
3895,D,Ship,2,3,197,3,low,F, *7 ,4632,0
5290,B,Ship,4,4,248,3,low,F,1,5198,0
8207,C,Road,4,5,206,3,medium,M,5,5785,1
10016,F,Flight,3,4,245,2,medium,F,1,4427,0
5207,C,Flight,5,5,230,10,high,M,10,5619,1
6596,F,Ship,6,4,260,4,medium,F,10,1927,0
5808,F,Ship,4,1,171,2,medium,M,1,5635,0
3542,F,Road,3,2,150,2,low,F,3,4174,0
2070,F,Flight,3,4,190,10,medium,F,32,2064,1
2114,F,Ship,6,4,164,5,low,M,20,1555,1
2842,B,Ship,4,2,180,3,low,M,3,1518,1
6059,C,Ship,3,4,163,3,low,M, *7 ,5913,0
6338,F,Ship,4,3,186,3,low,M,2,4437,1
7472,F,Ship,7,2,282,5,low,M,6,1744,1
9536,F,Ship,2,2,156,3,low,F,5,4151,1
9870,F,Flight,3,1,109,6,low,F,5,4374,1
6748,B,Ship,4,2,266,3,medium,F,2,5252,1
9307,D,Road,4,1,264,4,low,F,6,4863,0
5503,D,Ship,7,2,283,5,low,F,10,1722,1
4240,B,Road,5,2,152,3,high,F,5,5502,1
2910,F,Ship,4,3,244,2,low,M,17,3125,1
9699,A,Ship,4,2,231,5,low,F,2,1465,1
9153,A,Road,7,2,267,4,medium,M, *7 ,1285,0
324,F,Ship,3,1,192,2,low,M,33,2818,1
10236,F,Ship,4,3,199,2,low,M,4,5855,0
9224,F,Ship,4,5,141,2,low,F,10,5907,1
1151,C,Ship,3,4,148,10,high,F,12,1779,1
6187,D,Ship,4,1,258,4,high,F,1,5476,0
2100,F,Ship,3,2,176,3,low,F,29,1953,1
10284,F,Flight,3,5,177,2,low,F,2,4906,1
2202,F,Flight,3,4,144,2,low,F,33,1811,1
4677,A,Ship,3,5,216,3,high,F,2,4242,0
9305,C,Road,3,5,182,3,high,M,5,4183,1
4920,F,Road,2,1,228,2,medium,M,10,4854,1
4352,F,Ship,3,4,220,3,medium,F,5,5078,0
6217,D,Ship,6,3,292,4,low,F, *7 ,1434,0
9106,B,Ship,6,5,294,4,medium,M,10,1628,1
2753,C,Flight,5,4,167,7,medium,F,23,1691,1
10242,F,Ship,4,3,257,3,low,M, *7 ,5944,0
1816,B,Ship,3,3,191,3,low,M,5,2007,1
3204,F,Ship,4,2,223,3,high,M,5,4282,0
9249,A,Ship,4,2,231,4,medium,M,9,5194,0
9086,F,Ship,5,5,140,8,medium,M,2,4793,1
6103,D,Ship,4,3,170,2,low,M,3,4587,1
2369,C,Ship,2,1,180,2,medium,F,31,1078,1
9900,F,Ship,3,1,109,6,low,F,6,5457,1
9134,F,Ship,5,1,270,5,medium,M,10,1397,0
5067,A,Flight,4,2,236,3,medium,M,9,4725,0
6823,D,Ship,5,2,266,5,low,F,1,1504,1
5048,F,Road,4,4,266,3,low,M,4,5905,0
7438,B,Ship,5,2,145,6,medium,M,9,4243,0
6959,C,Ship,3,4,255,2,low,M,2,4504,0
3090,F,Ship,4,5,219,3,medium,M,27,3684,1
10934,F,Road,5,1,251,6,low,F,3,1562,0
3687,A,Road,4,2,197,3,low,M,4,5800,0
10610,F,Ship,4,4,233,2,high,F,1,5320,0
4790,F,Road,5,3,232,7,medium,M,6,5285,1
8927,C,Ship,6,2,255,4,medium,F,3,1355,0
9905,C,Ship,3,2,179,8,high,M,3,4584,0
802,B,Road,3,4,261,2,medium,F,1,3398,1
3428,F,Flight,4,3,148,5,medium,F,6,4802,0
9860,F,Flight,4,4,160,4,low,M,1,5520,1
2635,D,Ship,4,1,273,3,medium,F,25,3717,1
5991,A,Ship,3,2,153,3,medium,M,6,4056,0
6276,F,Road,7,5,133,5,low,F,3,1544,1
10417,D,Flight,5,2,263,6,low,F,6,1511,1
